"","game_id","team_1","team_2","win_1","win_2","total_active_stars","cum_final_score","total_views"
"571",21600572,"BOS","TOR",62.16,64.86,3,220,20104
"572",21600573,"ATL","BKN",56.76,22.22,1,214,6802
"573",21600574,"HOU","CHA",76.92,52.63,2,235,18094
"574",21600575,"MIL","SAS",50,81.08,2,216,25773
"575",21600576,"CLE","UTA",77.78,58.97,4,192,32122
"576",21600577,"LAL","POR",36.59,41.03,0,195,13288
"577",21600578,"GSW","MIA",84.21,28.21,3,202,29024
"578",21600579,"SAC","DET",40.54,46.15,1,194,7928
"579",21600580,"NYK","PHI",44.74,28.57,1,195,31674
"581",21600582,"HOU","MIN",77.5,31.58,1,224,19790
"582",21600583,"BOS","WAS",60.53,51.35,2,225,12743
"583",21600584,"LAC","ORL",65,41.03,1,201,11320
"586",21600587,"CHI","NYK",48.72,43.59,1,193,28760
"587",21600588,"LAL","SAS",35.71,78.95,1,228,19917
"588",21600589,"DEN","IND",37.84,52.63,1,252,16412
"589",21600590,"GSW","DET",84.62,45,4,234,33819
"591",21600592,"BKN","TOR",21.05,65.79,2,245,12701
"594",21600595,"HOU","MEM",75.61,58.54,2,215,21550
"595",21600596,"MIN","OKC",33.33,60,1,182,21943
"596",21600597,"ATL","BOS",57.89,61.54,2,204,18851
"597",21600598,"ORL","POR",40,43.9,0,224,10438
"598",21600599,"CLE","SAC",73.68,42.11,4,228,25402
"600",21600601,"LAC","LAL",65.85,34.88,1,210,21440
"601",21600602,"NOP","CHI",40,47.5,2,206,20597
"603",21600604,"ORL","UTA",41.46,60.98,1,221,13190
"604",21600605,"PHX","SAS",30.77,79.49,1,213,24841
"605",21600606,"NYK","TOR",45,66.67,3,217,20779
"607",21600608,"DAL","MIN",30.77,35,0,185,17629
"608",21600609,"HOU","BKN",73.81,20.51,1,249,16884
"611",21600612,"LAL","DET",34.09,42.86,0,199,13972
"612",21600613,"ATL","NYK",57.5,43.9,2,215,28573
"613",21600614,"POR","WAS",42.86,51.28,1,221,12288
"614",21600615,"MIL","PHI",51.28,31.58,1,217,20415
"615",21600616,"NOP","IND",39.02,51.28,2,193,14409
"616",21600617,"DEN","ORL",39.47,40.48,0,237,10163
"618",21600619,"CLE","GSW",74.36,85,7,217,67876
"619",21600620,"PHX","UTA",32.5,61.9,1,207,11823
"620",21600621,"LAC","OKC",66.67,59.52,2,218,21838
"621",21600622,"BKN","TOR",20,67.5,2,228,11563
"623",21600624,"CHI","DAL",50,32.5,1,197,23052
"624",21600625,"MIN","SAS",34.15,77.5,1,236,24168
"625",21600626,"DEN","LAL",41.03,33.33,0,248,15236
"626",21600627,"PHI","TOR",33.33,68.29,2,183,21873
"628",21600629,"POR","CHA",41.86,48.78,1,192,6870
"629",21600630,"BOS","NYK",63.41,42.86,2,223,23562
"631",21600632,"HOU","MIL",72.73,50,2,203,17294
"632",21600633,"ATL","DET",58.54,44.19,1,213,6239
"633",21600634,"GSW","OKC",85.37,58.14,5,221,49122
"634",21600635,"IND","SAC",52.5,40,2,206,9391
"635",21600636,"CLE","PHX",72.5,31.71,3,221,25723
"636",21600637,"DAL","MIA",34.15,28.57,0,194,13456
"637",21600638,"NYK","WAS",44.19,53.66,2,223,18371
"639",21600640,"LAC","MIN",67.44,33.33,1,205,18802
"640",21600641,"PHI","POR",35,40.91,0,185,30951
"641",21600642,"TOR","CHA",66.67,50,3,191,12496
"643",21600644,"SAC","MEM",39.02,56.82,2,198,6810
"644",21600645,"NOP","BKN",39.53,19.51,1,257,7870
"645",21600646,"GSW","HOU",85.71,73.33,5,233,53185
"646",21600647,"ATL","CHI",57.14,48.84,2,195,11852
"647",21600648,"DAL","UTA",33.33,62.79,1,219,16126
"648",21600649,"LAL","IND",32.61,53.66,1,203,16709
"649",21600650,"BOS","POR",61.9,40,1,250,27444
"651",21600652,"BKN","CHA",21.43,51.16,1,217,7219
"653",21600654,"NYK","PHX",43.18,30.95,1,212,19380
"655",21600656,"HOU","MEM",71.74,57.78,2,214,12146
"656",21600657,"CLE","SAS",73.17,78.57,4,233,55304
"657",21600658,"DEN","LAC",41.46,65.91,1,221,5297
"658",21600659,"IND","UTA",52.38,63.64,2,209,5663
"659",21600660,"CHI","SAC",47.73,38.1,2,201,14895
"660",21600661,"GSW","ORL",86.05,40,4,216,32543
"661",21600662,"DAL","LAL",32.56,34.04,0,195,17749
"662",21600663,"PHX","TOR",32.56,65.12,2,218,14993
"663",21600664,"DEN","MIN",42.86,34.88,0,219,16224
"664",21600665,"WAS","CHA",53.49,52.27,2,208,10787
"665",21600666,"BKN","SAS",20.93,79.07,1,198,11031
"666",21600667,"ATL","LAC",59.09,64.44,2,220,9263
"667",21600668,"GSW","MIA",86.36,31.82,4,207,46626
"668",21600669,"SAC","DET",37.21,46.67,1,213,5052
"670",21600671,"CLE","NOP",71.43,38.64,3,246,27904
"671",21600672,"NYK","IND",42.22,51.16,2,212,14649
"673",21600674,"SAS","TOR",79.55,63.64,2,214,29043
"674",21600675,"LAC","PHI",65.22,35.71,1,231,14429
"676",21600677,"CHI","ORL",48.89,39.13,1,192,10458
"677",21600678,"DEN","UTA",41.86,63.04,1,196,9014
"678",21600679,"MIN","PHX",36.36,34.09,0,223,20164
"679",21600680,"CLE","SAC",69.77,38.64,4,228,40758
"681",21600682,"MIA","BKN",33.33,20.45,0,215,9898
"682",21600683,"ATL","CHI",57.78,50,2,233,11927
"683",21600684,"MIL","PHI",47.73,37.21,1,223,16768
"684",21600685,"TOR","MEM",62.22,56.52,2,200,11159
"685",21600686,"NOP","OKC",40,57.78,2,219,11310
"686",21600687,"GSW","CHA",84.44,51.11,5,216,29892
"687",21600688,"DAL","NYK",34.09,43.48,1,198,14459
"688",21600689,"LAL","POR",33.33,41.3,0,203,12839
"689",21600690,"DAL","OKC",35.56,58.7,1,207,21570
"690",21600691,"MIN","IND",37.78,50,1,212,13279
"693",21600694,"HOU","PHI",69.39,38.64,1,241,24550
"694",21600695,"CLE","BKN",68.18,20,3,240,22613
"695",21600696,"IND","SAC",51.11,40,2,226,17986
"696",21600697,"BOS","ORL",60,38.3,1,226,8809
"697",21600698,"MIL","TOR",46.67,60.87,2,188,11102
"698",21600699,"NYK","CHA",42.55,50,2,217,18121
"701",21600702,"ATL","WAS",58.7,55.56,2,198,5763
"704",21600705,"MIA","DET",36.17,45.65,0,219,11601
"707",21600708,"UTA","MEM",62.5,56.25,2,197,9988
"709",21600710,"MIN","BKN",36.96,19.57,0,238,8067
"711",21600712,"CLE","OKC",68.89,59.57,4,198,40517
"712",21600713,"HOU","IND",70,52.17,2,221,14996
"713",21600714,"NOP","WAS",40.43,56.52,2,201,7491
"714",21600715,"ORL","TOR",37.5,61.7,2,227,12914
"715",21600716,"CHI","PHI",47.92,37.78,1,229,15362
"716",21600717,"DAL","SAS",34.78,78.26,1,206,18170
"719",21600719,"MIA","BKN",37.5,19.15,0,200,9946
"721",21600721,"BOS","DET",61.7,44.68,1,222,14450
"722",21600722,"CLE","DAL",69.57,36.17,3,201,27001
"723",21600723,"PHX","MEM",31.91,57.14,1,211,9213
"724",21600724,"NYK","WAS",42.86,57.45,2,218,16789
"725",21600725,"NOP","TOR",39.58,60.42,2,214,20487
"726",21600726,"HOU","SAC",68.63,39.58,2,188,10859
"727",21600727,"SAS","OKC",76.6,58.33,2,202,25386
"728",21600728,"POR","CHA",42.86,47.92,1,213,7923
"729",21600729,"DEN","LAL",45.65,32,0,236,15440
"730",21600730,"ORL","IND",38,53.19,1,186,7858
"732",21600732,"BOS","TOR",62.5,61.22,2,213,23424
"733",21600733,"BKN","NYK",18.75,42,1,185,13195
"736",21600736,"DAL","PHI",37.5,38.3,0,208,9777
"737",21600737,"DEN","MEM",44.68,58,1,218,3954
"738",21600738,"MIL","UTA",44.68,61.22,2,192,6851
"739",21600739,"LAC","PHX",62.5,31.25,1,238,9117
"740",21600740,"CHI","OKC",48.98,57.14,2,228,16797
"741",21600741,"GSW","CHA",85.42,46.94,5,237,30412
"742",21600742,"LAL","WAS",33.33,58.33,1,224,19342
"744",21600744,"PHI","SAS",37.5,77.08,1,188,18428
"745",21600745,"GSW","LAC",85.71,63.27,5,253,36634
"746",21600746,"ORL","TOR",37.25,60,1,196,14976
"747",21600747,"BKN","IND",18.37,54.17,1,203,7137
"749",21600749,"CHI","HOU",50,67.92,2,238,28610
"750",21600750,"OKC","MEM",56,58.82,2,216,17918
"751",21600751,"BOS","LAL",63.27,32.69,1,220,17065
"753",21600753,"PHX","SAC",30.61,38.78,1,208,11094
"754",21600754,"DAL","POR",38.78,44,0,212,12838
"756",21600756,"ATL","ORL",58,38.46,1,199,7361
"757",21600757,"IND","DET",55.1,46,1,189,7563
"758",21600758,"MIA","PHI",40,36.73,0,227,13094
"761",21600761,"MIL","PHX",42.86,32,1,249,8639
"762",21600762,"DEN","SAS",44.9,77.55,1,218,11562
"763",21600763,"MIN","MEM",38,57.69,1,206,8816
"764",21600764,"GSW","SAC",86,38,5,215,44274
"765",21600765,"BKN","TOR",18,58.82,1,198,11827
"766",21600766,"BOS","LAC",64,62,2,209,26583
"768",21600768,"LAL","NYK",32.08,42.31,1,228,17419
"769",21600769,"CLE","WAS",69.39,60,4,275,50602
"770",21600770,"IND","OKC",56,57.69,2,183,15037
"771",21600771,"LAC","TOR",60.78,59.62,3,227,9900
"772",21600772,"ATL","UTA",58.82,62.75,2,215,5477
"774",21600774,"NOP","PHX",37.25,31.37,1,217,8205
"775",21600775,"MIA","MIN",41.18,37.25,0,228,11477
"776",21600776,"DAL","DEN",40,44,0,197,5923
"777",21600777,"SAS","MEM",78,58.49,2,163,15011
"779",21600779,"BKN","CHA",17.65,45.1,1,218,11001
"780",21600780,"HOU","ORL",68.52,37.74,1,232,12319
"781",21600781,"DAL","POR",39.22,42.31,0,227,18419
"782",21600782,"PHI","SAS",35.29,76.47,1,214,14124
"783",21600783,"CLE","IND",70,56.86,4,249,24548
"785",21600785,"ATL","DEN",57.69,45.1,1,223,5419
"786",21600786,"LAL","DET",33.33,46.15,0,223,6975
"787",21600787,"MIA","MIL",42.31,44,1,194,8281
"788",21600788,"PHX","MEM",30.77,59.26,1,201,3356
"789",21600789,"NOP","UTA",38.46,63.46,2,221,3898
"790",21600790,"MIN","TOR",36.54,60.38,2,221,10915
"792",21600792,"CHI","GSW",50,84.31,5,215,24105
"794",21600794,"HOU","CHA",69.09,46.15,2,202,13797
"795",21600795,"ORL","PHI",37.04,34.62,0,223,16605
"798",21600798,"BOS","POR",63.46,43.4,1,231,16537
"799",21600799,"MIA","BKN",43.4,16.98,0,207,12115
"800",21600800,"DEN","NYK",44.23,40.74,1,254,15551
"801",21600801,"SAS","DET",76.92,47.17,1,195,11719
"803",21600803,"GSW","MEM",84.62,60,5,229,31621
"804",21600804,"NOP","MIN",37.74,37.74,1,228,7659
"805",21600805,"IND","WAS",55.77,59.62,2,219,9483
"806",21600806,"ATL","SAC",58.49,39.62,2,215,12505
"807",21600807,"CHI","PHX",49.06,30.19,1,212,10508
"808",21600808,"LAC","CHA",60.38,45.28,2,209,19022
"809",21600809,"MIL","IND",42.31,54.72,2,216,13365
"810",21600810,"MIA","PHI",44.44,35.85,0,226,16035
"812",21600812,"HOU","PHX",69.64,31.48,1,235,9540
"813",21600813,"GSW","OKC",84.91,57.41,5,244,59381
"814",21600814,"DAL","ORL",39.62,36.36,0,192,5340
"815",21600815,"BOS","UTA",64.15,62.96,2,216,13700
"817",21600817,"NYK","SAS",40,77.36,2,184,32315
"818",21600818,"TOR","DET",59.26,46.3,2,203,18546
"819",21600819,"NOP","SAC",38.89,40.74,2,204,10158
"820",21600820,"OKC","WAS",56.36,60.38,2,218,12041
"821",21600821,"PHI","CHA",37.04,44.44,1,204,9719
"823",21600823,"MIA","ORL",43.64,35.71,0,223,7155
"824",21600824,"MIL","DET",43.4,47.27,1,191,4974
"825",21600825,"IND","SAS",53.7,75.93,2,216,16753
"826",21600826,"BOS","DAL",64.81,40.74,1,209,10662
"827",21600827,"DEN","GSW",44.44,85.19,4,242,27014
"828",21600828,"LAC","UTA",61.11,61.82,2,160,5341
"830",21600830,"ATL","POR",57.41,42.59,1,213,12381
"832",21600832,"CLE","MIN",69.81,38.18,2,224,26596
"833",21600833,"LAL","SAC",33.93,41.82,1,193,16627
"834",21600834,"ORL","SAS",36.84,76.36,1,186,9335
"836",21600836,"BOS","PHI",65.45,38.18,1,224,13893
"837",21600837,"TOR","CHA",57.14,43.64,3,175,8839
"838",21600838,"MIL","BKN",44.44,16.36,1,254,7882
"839",21600839,"DAL","DET",40,46.43,0,189,3689
"840",21600840,"NOP","MEM",39.29,59.65,2,186,6593
"841",21600841,"HOU","MIA",70.18,42.86,1,226,10389
"842",21600842,"DEN","MIN",45.45,37.5,0,211,7327
"843",21600843,"POR","UTA",41.82,60.71,1,199,5080
"844",21600844,"LAL","PHX",33.33,30.36,0,238,5228
"845",21600845,"NYK","OKC",41.07,55.36,2,221,17700
"846",21600846,"ATL","LAC",58.18,61.82,2,183,7214
"847",21600847,"GSW","SAC",83.64,42.86,5,195,23204
"848",21600848,"IND","WAS",51.79,61.11,2,209,13155
"849",21600849,"BOS","CHI",66.07,48.21,2,207,25069
"850",21600850,"ORL","POR",36.21,41.07,0,215,16203
"851",21600851,"DET","CHA",47.37,42.86,1,222,12211
"852",21600852,"NOP","HOU",40.35,68.97,3,228,37168
"854",21600854,"GSW","LAC",83.93,62.5,5,236,34378
"855",21600855,"DEN","SAC",44.64,42.11,0,216,9588
"857",21600857,"IND","MEM",50.88,58.62,2,194,8724
"858",21600858,"BOS","TOR",64.91,57.89,2,204,24230
"861",21600861,"LAL","OKC",32.76,56.14,1,203,17413
"862",21600862,"DAL","MIN",39.29,38.6,0,181,7685
"863",21600863,"ATL","MIA",57.14,43.86,1,198,5107
"865",21600865,"LAC","SAS",61.4,76.79,2,202,21157
"867",21600867,"ATL","ORL",56.14,35.59,1,191,10160
"868",21600868,"NYK","PHI",39.66,38.6,1,219,23020
"869",21600869,"MIA","IND",44.83,51.72,1,208,9402
"870",21600870,"NOP","DAL",39.66,38.6,2,179,18669
"871",21600871,"CLE","CHI",71.43,50,3,216,26299
"872",21600872,"HOU","MIN",69.49,39.66,1,272,14321
"873",21600873,"GSW","BKN",84.21,15.79,3,207,24948
"874",21600874,"LAL","SAS",32.2,77.19,1,217,18260
"875",21600875,"MIL","PHX",44.64,31.03,1,196,14179
"876",21600876,"DEN","MEM",44.83,57.63,1,203,8559
"877",21600877,"UTA","WAS",62.07,60.71,2,194,11508
"879",21600879,"BOS","DET",63.79,48.28,1,202,13537
"880",21600880,"NOP","OKC",38.98,56.9,3,228,27006
"881",21600881,"LAC","CHA",60.34,43.1,2,245,16621
"882",21600882,"NYK","TOR",40.68,59.32,2,183,18882
"884",21600884,"CLE","MIL",70.18,45.61,3,197,21220
"885",21600885,"ATL","BOS",55.17,64.41,2,212,12354
"886",21600886,"HOU","IND",70,50.85,2,225,13058
"887",21600887,"DAL","MIA",39.66,45.76,0,185,10544
"888",21600888,"MIN","SAC",38.98,42.37,0,190,6842
"889",21600889,"GSW","WAS",84.75,59.65,5,220,42982
"891",21600891,"CHI","DEN",50.85,44.07,1,232,9949
"892",21600892,"PHX","MEM",30.51,58.33,1,242,6750
"893",21600893,"OKC","UTA",57.63,62.71,2,215,19062
"894",21600894,"LAL","CHA",31.67,42.37,1,213,15020
"895",21600895,"NYK","ORL",40,36.67,1,191,13076
"896",21600896,"TOR","WAS",60,60.34,2,201,10693
"897",21600897,"ATL","DAL",55.93,40.68,1,195,7525
"898",21600898,"MIA","PHI",45,37.29,0,223,6007
"900",21600900,"NOP","DET",38.33,48.33,2,195,6458
"901",21600901,"BOS","CLE",63.33,70.69,3,202,36357
"902",21600902,"IND","SAS",51.67,77.59,2,199,20725
"903",21600903,"MIN","UTA",40,61.67,1,187,5964
"904",21600904,"HOU","LAC",68.85,61.02,2,225,15278
"905",21600905,"BKN","SAC",15.52,41.67,0,209,7065
"906",21600906,"CHI","GSW",50,83.33,4,181,38570
"907",21600907,"PHX","CHA",30,43.33,1,223,8746
"912",21600912,"LAC","MIL",60,44.07,2,213,12701
"913",21600913,"ATL","CLE",56.67,69.49,3,265,27145
"914",21600914,"DAL","MEM",40,59.02,1,204,8013
"916",21600916,"PHX","OKC",31.15,57.38,1,229,13632
"917",21600917,"NOP","SAS",39.34,77.97,3,199,23763
"918",21600918,"BOS","LAL",63.93,31.15,1,210,12384
"919",21600919,"PHI","DET",37.7,47.54,0,242,12432
"920",21600920,"MIL","TOR",45,59.68,2,195,13738
"921",21600921,"CLE","MIA",70,45.16,2,212,24040
"922",21600922,"CHI","LAC",50.82,59.02,2,192,16113
"923",21600923,"DEN","CHA",45.9,42.62,1,214,4916
"924",21600924,"HOU","MEM",69.35,58.06,2,231,10697
"926",21600926,"BKN","POR",16.67,41.67,0,246,6936
"928",21600928,"GSW","NYK",81.97,40.32,4,217,45639
"929",21600929,"BOS","PHX",64.52,32.26,1,215,22477
"930",21600930,"ORL","WAS",37.1,60,1,229,16014
"931",21600931,"SAC","UTA",40.98,61.29,1,219,16527
"932",21600932,"DAL","OKC",40.98,56.45,1,193,15904
"933",21600933,"NOP","LAL",38.71,30.65,2,202,13886
"934",21600934,"MIL","PHI",45.9,37.1,1,210,7353
"935",21600935,"NYK","ORL",39.68,36.51,0,218,9399
"936",21600936,"CLE","MIA",68.85,46.03,2,204,27729
"937",21600937,"ATL","GSW",54.84,82.26,4,230,26031
"938",21600938,"CHI","DET",50,48.39,1,204,6633
"939",21600939,"BKN","MEM",16.39,57.14,1,231,5853
"940",21600941,"IND","CHA",51.61,43.55,2,188,3388
"942",21600943,"DEN","SAC",45.16,40.32,0,204,3105
"943",21600944,"NOP","UTA",39.68,61.9,3,171,7866
"944",21600945,"BOS","LAC",63.49,59.68,2,218,15660
"945",21600946,"POR","OKC",42.62,55.56,1,247,23174
"946",21600947,"DAL","LAL",41.94,30.16,0,233,14446
"947",21600948,"PHX","WAS",33.33,60.66,1,258,12413
"949",21600950,"ATL","BKN",53.97,17.74,1,215,9101
"951",21600952,"MIL","NYK",46.77,40.62,2,197,9574
"952",21600953,"NOP","TOR",39.06,58.73,3,181,10482
"953",21600954,"HOU","UTA",68.75,62.5,2,223,13142
"955",21600956,"IND","DET",50.79,49.21,1,213,3539
"956",21600957,"SAC","SAS",39.68,79.03,0,218,13095
"957",21600958,"DEN","WAS",46.03,61.29,1,236,6175
"959",21600960,"CLE","DET",67.74,48.44,2,207,26288
"960",21600961,"LAC","MEM",59.38,56.25,2,212,8117
"962",21600963,"PHI","POR",36.51,43.55,0,222,12052
"963",21600964,"LAL","PHX",29.69,32.81,0,232,9533
"964",21600965,"ORL","CHA",36.92,43.75,1,202,9250
"965",21600966,"CHI","HOU",48.44,67.69,2,209,14459
"966",21600967,"MIL","IND",47.62,51.56,2,184,7727
"967",21600968,"GSW","MIN",81.25,41.27,3,205,41387
"968",21600969,"ATL","TOR",54.69,59.38,2,204,7662
"969",21600970,"BOS","DEN",63.08,45.31,1,218,12743
"970",21600971,"DAL","BKN",42.86,17.46,0,201,8136
"971",21600972,"SAC","WAS",39.06,61.9,1,252,11538
"972",21600973,"OKC","UTA",55.38,63.08,2,216,20125
"973",21600974,"LAC","PHI",60,35.94,1,212,13948
"974",21600975,"NYK","DET",40,49.23,1,204,14358
"975",21600976,"NOP","CHA",38.46,44.62,3,247,17520
"976",21600977,"CLE","ORL",66.67,36.36,2,220,23301
"977",21600978,"MIL","MIN",48.44,42.19,1,197,14212
"978",21600979,"MIA","TOR",47.69,58.46,1,193,10014
"979",21600980,"GSW","SAS",80,78.12,2,192,29078
"980",21600981,"ATL","MEM",55.38,55.38,2,197,4349
"981",21600982,"DAL","PHX",43.75,32.31,0,198,10750
"982",21600983,"POR","WAS",44.44,62.5,1,249,17328
"983",21600984,"DEN","SAC",46.15,38.46,0,197,4642
"984",21600985,"BOS","CHI",62.12,47.69,2,180,21697
"985",21600986,"BKN","NYK",17.19,39.39,1,232,16531
"986",21600987,"MIA","IND",48.48,50.77,1,200,15231
"987",21600988,"PHX","POR",33.33,43.75,0,211,7398
"988",21600989,"CLE","HOU",67.19,68.18,3,229,33710
"989",21600990,"LAL","PHI",30.77,35.38,0,234,16709
"990",21600991,"CHI","CHA",46.97,43.94,2,224,13419
"992",21600993,"MIL","MEM",49.23,54.55,2,206,6879
"993",21600994,"ATL","SAS",56.06,78.46,2,206,16986
"994",21600995,"MIN","WAS",41.54,63.08,1,223,12244
"995",21600996,"LAC","UTA",60.61,62.12,2,222,13101
"996",21600997,"ORL","SAC",35.82,37.88,0,235,5698
"998",21600999,"CLE","DET",66.15,50,2,224,20246
"999",21601000,"BKN","OKC",18.46,56.06,1,226,19379
"1000",21601001,"NYK","IND",38.81,51.52,2,168,11284
"1001",21601002,"NOP","POR",39.39,44.62,2,177,11618
"1002",21601003,"GSW","PHI",78.79,36.36,3,210,34599
"1003",21601004,"DAL","WAS",42.42,62.12,1,219,13848
"1004",21601005,"IND","CHA",50.75,43.28,2,175,4995
"1006",21601007,"NOP","MIA",40.3,47.76,2,232,10656
"1007",21601008,"UTA","DET",62.69,49.25,1,180,4226
"1008",21601009,"CHI","MEM",47.76,55.22,2,189,8691
"1009",21601010,"HOU","LAL",68.66,29.85,1,239,9185
"1010",21601011,"POR","SAS",43.94,78.79,1,216,17515
"1011",21601012,"PHX","SAC",32.84,38.81,0,208,6064
"1012",21601013,"LAC","MIL",59.7,48.48,2,193,15238
"1013",21601014,"CLE","UTA",66.67,63.24,4,174,26869
"1014",21601015,"OKC","TOR",56.72,58.21,2,225,16353
"1015",21601016,"BKN","NYK",18.18,39.71,1,231,12912
"1016",21601017,"ATL","MEM",55.22,55.88,2,194,6019
"1017",21601018,"DEN","LAC",47.76,58.82,0,243,10785
"1018",21601019,"GSW","ORL",79.1,35.29,3,214,20637
"1020",21601021,"CHI","WAS",47.06,61.19,2,219,15554
"1022",21601023,"TOR","DET",57.35,48.53,1,162,7728
"1023",21601024,"NOP","HOU",39.71,69.12,3,240,15837
"1024",21601025,"MIA","MIN",48.53,41.79,0,228,10845
"1025",21601026,"ORL","PHX",34.78,32.35,0,212,7734
"1026",21601027,"LAL","MIL",29.41,49.25,1,210,14126
"1027",21601028,"SAC","OKC",39.71,57.35,1,204,15023
"1028",21601029,"ATL","POR",54.41,44.78,1,210,11927
"1029",21601030,"WAS","CHA",61.76,42.65,2,191,12870
"1030",21601031,"CLE","LAC",67.16,57.97,3,186,24411
"1031",21601032,"CHI","UTA",46.38,62.32,2,181,9467
"1032",21601033,"SAS","MEM",77.61,56.52,2,200,15514
"1034",21601035,"GSW","MIL",79.41,50,4,209,27168
"1036",21601037,"BOS","PHI",63.77,36.76,0,204,15867
"1037",21601038,"PHX","DET",31.88,47.83,0,207,8795
"1038",21601039,"NOP","MIN",40.58,41.18,2,232,11856
"1039",21601040,"IND","TOR",51.47,57.97,2,207,7543
"1040",21601041,"MIA","POR",49.28,45.59,0,219,11244
"1042",21601043,"CLE","LAL",66.18,28.99,3,245,26959
"1044",21601045,"ORL","PHI",35.71,37.68,0,221,11759
"1046",21601047,"BOS","WAS",62.86,60.87,2,212,13865
"1048",21601049,"GSW","OKC",79.71,57.97,4,206,38497
"1049",21601050,"LAC","NYK",58.57,39.13,2,219,12405
"1050",21601051,"CHI","TOR",47.14,58.57,2,242,24853
"1051",21601052,"BKN","DET",18.84,48.57,0,194,8052
"1052",21601053,"MIA","PHX",48.57,31.43,0,209,6735
"1053",21601054,"NOP","MEM",41.43,57.14,3,177,7692
"1054",21601055,"DAL","GSW",43.48,80,3,199,22446
"1055",21601056,"MIN","SAS",40.58,76.81,1,193,16047
"1057",21601058,"LAC","LAL",59.15,28.57,1,242,9467
"1058",21601059,"ORL","CHA",36.62,44.29,1,211,7160
"1059",21601060,"BOS","IND",63.38,51.43,2,209,13317
"1060",21601061,"CHI","DET",46.48,47.89,1,212,6898
"1061",21601062,"PHI","OKC",37.14,57.14,1,219,10737
"1062",21601063,"ATL","WAS",52.86,60,1,204,9296
"1063",21601064,"CLE","DEN",66.67,47.14,3,239,20252
"1064",21601065,"MIL","SAC",50,38.57,1,214,6407
"1065",21601066,"NYK","UTA",38.57,60.56,2,209,10341
"1066",21601067,"BKN","PHX",20,30.99,0,224,7114
"1067",21601068,"MIA","TOR",49.3,59.15,1,185,12977
"1068",21601069,"DAL","LAC",42.86,59.72,1,192,16066
"1069",21601070,"SAS","MEM",77.14,56.34,2,187,13274
"1070",21601071,"NYK","POR",38.03,45.71,1,205,7972
"1071",21601072,"BKN","WAS",21.13,60.56,1,237,6041
"1072",21601073,"CLE","CHA",65.71,45.07,4,217,24012
"1073",21601074,"ORL","DET",36.11,47.22,0,202,3033
"1074",21601075,"DEN","IND",47.89,50.7,1,242,7227
"1075",21601076,"BOS","PHX",63.89,30.56,1,250,16590
"1076",21601077,"CHI","PHI",47.22,36.62,1,224,7666
"1077",21601078,"ATL","MIL",52.11,50.7,1,197,11969
"1078",21601079,"NOP","HOU",42.25,69.01,3,224,14684
"1079",21601080,"LAL","MIN",28.17,40,0,249,14580
"1080",21601081,"GSW","SAC",80.28,38.03,3,214,21119
"1081",21601082,"LAC","UTA",58.9,61.11,2,203,14202
"1082",21601083,"CLE","WAS",66.2,61.11,4,242,35369
"1083",21601084,"DAL","TOR",43.66,59.72,1,180,10428
"1084",21601085,"NYK","SAS",37.5,77.46,1,204,14074
"1085",21601086,"MIN","POR",39.44,46.48,0,212,9721
"1087",21601088,"ATL","BKN",51.39,20.83,0,199,9788
"1088",21601089,"LAC","SAC",59.46,37.5,1,195,14415
"1090",21601091,"HOU","OKC",69.44,57.75,2,262,28523
"1091",21601092,"IND","PHI",50,37.5,1,201,5775
"1092",21601093,"BOS","MIA",64.38,48.61,1,220,18792
"1093",21601094,"GSW","MEM",80.56,55.56,4,200,25033
"1094",21601095,"NOP","DEN",41.67,48.61,2,205,6276
"1095",21601096,"LAL","POR",29.17,47.22,0,178,8899
"1096",21601097,"ORL","TOR",36.99,60.27,1,243,7078
"1097",21601098,"NYK","DET",36.99,46.58,1,204,7226
"1098",21601099,"CLE","SAS",65.28,77.78,4,177,33443
"1100",21601101,"SAC","MEM",38.36,54.79,1,181,7393
"1101",21601102,"NOP","UTA",42.47,60.27,3,208,8265
"1103",21601104,"MIN","IND",38.89,50.68,1,229,11865
"1104",21601105,"BKN","PHI",21.92,36.99,0,207,7136
"1105",21601106,"ATL","PHX",50.68,29.73,0,186,4099
"1106",21601107,"MIA","DET",47.95,45.95,0,193,12359
"1107",21601108,"GSW","HOU",80.82,69.86,4,219,35802
"1108",21601109,"DEN","POR",47.95,47.95,0,235,12940
"1109",21601110,"LAL","WAS",28.77,61.64,1,227,11295
"1110",21601111,"ATL","PHI",51.35,37.84,0,191,5626
"1111",21601112,"ORL","OKC",36.49,57.53,1,220,23770
"1112",21601113,"BOS","MIL",64.86,51.35,2,203,19070
"1114",21601115,"MIA","NYK",48.65,37.84,1,193,7074
"1116",21601117,"NOP","DAL",41.89,42.47,2,239,7633
"1117",21601118,"GSW","SAS",81.08,78.08,4,208,44200
"1119",21601120,"SAC","UTA",39.19,60.81,1,194,4512
"1120",21601121,"BKN","DET",21.62,45.33,0,179,10880
"1121",21601122,"CLE","CHI",64.38,47.3,4,192,28741
"1123",21601124,"LAC","PHX",59.21,29.33,1,242,10009
"1124",21601125,"HOU","POR",68.92,48.65,1,224,16127
"1125",21601126,"IND","TOR",49.33,60,2,211,10970
"1126",21601127,"DEN","CHA",47.3,45.33,1,236,7254
"1127",21601128,"CLE","PHI",63.51,37.33,3,227,17345
"1128",21601129,"BOS","ORL",64,36,1,233,15181
"1129",21601130,"MIL","DET",52,46.05,1,213,10946
